Sample_ID,Class_Name,Label,S_total,Source
genuine_0244,Genuine,1,0.9389448263026345,synthetic_for_roc
genuine_0245,Genuine,1,0.8713555311047166,synthetic_for_roc
genuine_0246,Genuine,1,0.7990211988771024,synthetic_for_roc
genuine_0247,Genuine,1,0.8733863467400497,synthetic_for_roc
genuine_0248,Genuine,1,0.8726410861435199,synthetic_for_roc
genuine_0249,Genuine,1,1.0,synthetic_for_roc
genuine_0250,Genuine,1,0.8106403536035711,synthetic_for_roc
genuine_0251,Genuine,1,0.8344624726586771,synthetic_for_roc
genuine_0252,Genuine,1,0.9248917401873569,synthetic_for_roc
genuine_0253,Genuine,1,0.9460964372964668,synthetic_for_roc
genuine_0254,Genuine,1,0.6812717955595345,synthetic_for_roc
genuine_0255,Genuine,1,0.8591597944717589,synthetic_for_roc
genuine_0256,Genuine,1,0.8547848032026778,synthetic_for_roc
genuine_0257,Genuine,1,0.7245249858845646,synthetic_for_roc
genuine_0258,Genuine,1,0.8588786377519796,synthetic_for_roc
genuine_0259,Genuine,1,0.8474212963270683,synthetic_for_roc
genuine_0260,Genuine,1,0.8236876354893837,synthetic_for_roc
genuine_0261,Genuine,1,0.7957268932660065,synthetic_for_roc
genuine_0262,Genuine,1,0.9522690075182401,synthetic_for_roc
genuine_0263,Genuine,1,0.8699085828873458,synthetic_for_roc
genuine_0264,Genuine,1,0.8391992890341212,synthetic_for_roc
genuine_0265,Genuine,1,0.8557603055918781,synthetic_for_roc
genuine_0266,Genuine,1,0.8210374765280328,synthetic_for_roc
genuine_0267,Genuine,1,0.8444583149955677,synthetic_for_roc
genuine_0268,Genuine,1,0.7543952447220916,synthetic_for_roc
genuine_0269,Genuine,1,0.8774046064902995,synthetic_for_roc
genuine_0270,Genuine,1,0.8210049279418615,synthetic_for_roc
genuine_0271,Genuine,1,0.8386651551295997,synthetic_for_roc
genuine_0272,Genuine,1,0.8817180058123898,synthetic_for_roc
genuine_0273,Genuine,1,0.8636256603128577,synthetic_for_roc
genuine_0274,Genuine,1,1.0,synthetic_for_roc
genuine_0275,Genuine,1,0.7713411962255795,synthetic_for_roc
genuine_0276,Genuine,1,0.9973266775631621,synthetic_for_roc
genuine_0277,Genuine,1,0.896375424330165,synthetic_for_roc
genuine_0278,Genuine,1,0.7985858944271307,synthetic_for_roc
genuine_0279,Genuine,1,0.9166460606690117,synthetic_for_roc
genuine_0280,Genuine,1,0.8827077001458672,synthetic_for_roc
genuine_0281,Genuine,1,0.8619724473005286,synthetic_for_roc
genuine_0282,Genuine,1,0.9059370630276821,synthetic_for_roc
genuine_0283,Genuine,1,0.8394178598638767,synthetic_for_roc
genuine_0284,Genuine,1,0.8563906642758735,synthetic_for_roc
genuine_0285,Genuine,1,0.9217522524185807,synthetic_for_roc
genuine_0286,Genuine,1,0.9341051950262514,synthetic_for_roc
genuine_0287,Genuine,1,0.862201727191968,synthetic_for_roc
genuine_0288,Genuine,1,0.891958647747484,synthetic_for_roc
genuine_0289,Genuine,1,0.8637826235813508,synthetic_for_roc
genuine_0290,Genuine,1,0.8889568408106618,synthetic_for_roc
genuine_0291,Genuine,1,0.8910478394248819,synthetic_for_roc
genuine_0292,Genuine,1,0.9309698478612523,synthetic_for_roc
genuine_0293,Genuine,1,0.8528815417701007,synthetic_for_roc
genuine_0294,Genuine,1,0.7961551861705871,synthetic_for_roc
genuine_0295,Genuine,1,0.8225301915835633,synthetic_for_roc
genuine_0296,Genuine,1,0.8776096617504404,synthetic_for_roc
genuine_0297,Genuine,1,0.9171890593256806,synthetic_for_roc
genuine_0298,Genuine,1,0.8453015588324221,synthetic_for_roc
genuine_0299,Genuine,1,0.7308177827782649,synthetic_for_roc
genuine_0300,Genuine,1,1.0,synthetic_for_roc
genuine_0301,Genuine,1,0.8475139666333504,synthetic_for_roc
genuine_0302,Genuine,1,0.9117622288963013,synthetic_for_roc
genuine_0303,Genuine,1,0.8547615703463168,synthetic_for_roc
genuine_0304,Genuine,1,0.968272429813786,synthetic_for_roc
genuine_0305,Genuine,1,0.9101113046065207,synthetic_for_roc
genuine_0306,Genuine,1,0.8107910874795358,synthetic_for_roc
genuine_0307,Genuine,1,0.804908972366843,synthetic_for_roc
genuine_0308,Genuine,1,0.853904775896596,synthetic_for_roc
genuine_0309,Genuine,1,0.9587431824976881,synthetic_for_roc
genuine_0310,Genuine,1,0.8989743486144162,synthetic_for_roc
genuine_0311,Genuine,1,0.9725641021092569,synthetic_for_roc
genuine_0312,Genuine,1,0.8647843822938701,synthetic_for_roc
genuine_0313,Genuine,1,0.8980169861235681,synthetic_for_roc
genuine_0314,Genuine,1,0.9453581738805339,synthetic_for_roc
genuine_0315,Genuine,1,0.8872386764424192,synthetic_for_roc
genuine_0316,Genuine,1,0.6260652202256565,synthetic_for_roc
genuine_0317,Genuine,1,0.8946620070873036,synthetic_for_roc
genuine_0318,Genuine,1,0.823720698833622,synthetic_for_roc
genuine_0319,Genuine,1,0.8635185033311814,synthetic_for_roc
genuine_0320,Genuine,1,0.9303888817464533,synthetic_for_roc
genuine_0321,Genuine,1,0.9213471223677477,synthetic_for_roc
genuine_0322,Genuine,1,0.9344539282599325,synthetic_for_roc
genuine_0323,Genuine,1,0.7196088560804446,synthetic_for_roc
genuine_0324,Genuine,1,0.8758957795338799,synthetic_for_roc
genuine_0325,Genuine,1,0.9798490271622557,synthetic_for_roc
genuine_0326,Genuine,1,0.9714429858485353,synthetic_for_roc
genuine_0327,Genuine,1,0.9340139369661234,synthetic_for_roc
genuine_0328,Genuine,1,0.6338065488306628,synthetic_for_roc
genuine_0329,Genuine,1,0.7914748538264963,synthetic_for_roc
genuine_0330,Genuine,1,0.8436146659726622,synthetic_for_roc
genuine_0331,Genuine,1,0.8807963105322064,synthetic_for_roc
genuine_0332,Genuine,1,0.7591569713744194,synthetic_for_roc
genuine_0333,Genuine,1,0.7435186840921824,synthetic_for_roc
genuine_0334,Genuine,1,0.9622792885419428,synthetic_for_roc
genuine_0335,Genuine,1,0.796431674326077,synthetic_for_roc
genuine_0336,Genuine,1,0.9952519889343914,synthetic_for_roc
genuine_0337,Genuine,1,0.6728674356526292,synthetic_for_roc
genuine_0338,Genuine,1,0.8221332095656473,synthetic_for_roc
genuine_0339,Genuine,1,0.8672204600067797,synthetic_for_roc
genuine_0340,Genuine,1,0.8765994812672567,synthetic_for_roc
genuine_0341,Genuine,1,0.8769034570621863,synthetic_for_roc
genuine_0342,Genuine,1,0.7039394148585018,synthetic_for_roc
genuine_0343,Genuine,1,0.9969672722579535,synthetic_for_roc
genuine_0344,Genuine,1,0.9886046895244704,synthetic_for_roc
genuine_0345,Genuine,1,0.9780266624529195,synthetic_for_roc
genuine_0346,Genuine,1,0.8992648742912833,synthetic_for_roc
genuine_0347,Genuine,1,0.9218767474746057,synthetic_for_roc
genuine_0348,Genuine,1,0.6426517895981881,synthetic_for_roc
genuine_0349,Genuine,1,0.8248922676389043,synthetic_for_roc
genuine_0350,Genuine,1,0.8303136125437922,synthetic_for_roc
genuine_0351,Genuine,1,0.8321044889979988,synthetic_for_roc
genuine_0352,Genuine,1,0.8632987814710766,synthetic_for_roc
genuine_0353,Genuine,1,0.8241521336763687,synthetic_for_roc
genuine_0354,Genuine,1,0.9061709865399249,synthetic_for_roc
genuine_0355,Genuine,1,0.8058542853741603,synthetic_for_roc
genuine_0356,Genuine,1,0.7939037599781822,synthetic_for_roc
genuine_0357,Genuine,1,0.9483745102584089,synthetic_for_roc
genuine_0358,Genuine,1,0.897377303151214,synthetic_for_roc
genuine_0359,Genuine,1,0.8317904146101283,synthetic_for_roc
genuine_0360,Genuine,1,0.8657546462942726,synthetic_for_roc
genuine_0361,Genuine,1,0.909519415266956,synthetic_for_roc
genuine_0362,Genuine,1,0.9875310867258936,synthetic_for_roc
genuine_0363,Genuine,1,0.9672837030165805,synthetic_for_roc
genuine_0364,Genuine,1,0.8068152022198755,synthetic_for_roc
genuine_0365,Genuine,1,0.8903096325252137,synthetic_for_roc
genuine_0366,Genuine,1,0.933849404033609,synthetic_for_roc
genuine_0367,Genuine,1,0.8296033119126873,synthetic_for_roc
genuine_0368,Genuine,1,0.9177858933237446,synthetic_for_roc
genuine_0369,Genuine,1,0.9708159667348468,synthetic_for_roc
genuine_0370,Genuine,1,0.9049206933939488,synthetic_for_roc
genuine_0371,Genuine,1,0.8800409823643494,synthetic_for_roc
genuine_0372,Genuine,1,0.8423059690645597,synthetic_for_roc
genuine_0373,Genuine,1,0.9482092963803229,synthetic_for_roc
genuine_0374,Genuine,1,0.8963894790273987,synthetic_for_roc
genuine_0375,Genuine,1,0.9333967642119081,synthetic_for_roc
genuine_0376,Genuine,1,0.8506867820604436,synthetic_for_roc
genuine_0377,Genuine,1,0.827012432293633,synthetic_for_roc
genuine_0378,Genuine,1,0.8135554419911087,synthetic_for_roc
genuine_0379,Genuine,1,0.8140601882328609,synthetic_for_roc
genuine_0380,Genuine,1,0.9315857693134085,synthetic_for_roc
genuine_0381,Genuine,1,0.9053773375717882,synthetic_for_roc
genuine_0382,Genuine,1,0.8036426772358345,synthetic_for_roc
genuine_0383,Genuine,1,0.7960488347424713,synthetic_for_roc
genuine_0384,Genuine,1,0.9858086032031784,synthetic_for_roc
genuine_0385,Genuine,1,0.7913203223653258,synthetic_for_roc
genuine_0386,Genuine,1,0.7295794176773669,synthetic_for_roc
genuine_0387,Genuine,1,0.9461198072510449,synthetic_for_roc
genuine_0388,Genuine,1,0.9962469037423224,synthetic_for_roc
genuine_0389,Genuine,1,0.9833426169309373,synthetic_for_roc
genuine_0390,Genuine,1,0.868163508313855,synthetic_for_roc
genuine_0391,Genuine,1,0.7993170898019205,synthetic_for_roc
genuine_0392,Genuine,1,0.7353282057496994,synthetic_for_roc
genuine_0393,Genuine,1,0.922250420991447,synthetic_for_roc
genuine_0394,Genuine,1,0.8624919960098606,synthetic_for_roc
genuine_0395,Genuine,1,0.8599221668458884,synthetic_for_roc
genuine_0396,Genuine,1,0.8174962238383816,synthetic_for_roc
genuine_0397,Genuine,1,0.856339669522135,synthetic_for_roc
genuine_0398,Genuine,1,0.9934858315456433,synthetic_for_roc
genuine_0399,Genuine,1,0.864070835300793,synthetic_for_roc
genuine_0400,Genuine,1,0.7578610823042892,synthetic_for_roc
genuine_0401,Genuine,1,0.7477257587027202,synthetic_for_roc
genuine_0402,Genuine,1,0.8177427476244961,synthetic_for_roc
genuine_0403,Genuine,1,0.9142923302646874,synthetic_for_roc
genuine_0404,Genuine,1,0.9250872196014954,synthetic_for_roc
genuine_0405,Genuine,1,0.9327454525052046,synthetic_for_roc
genuine_0406,Genuine,1,0.8949200232305818,synthetic_for_roc
genuine_0407,Genuine,1,0.8089232714366453,synthetic_for_roc
genuine_0408,Genuine,1,0.9319795523255392,synthetic_for_roc
genuine_0409,Genuine,1,0.7783819532876524,synthetic_for_roc
genuine_0410,Genuine,1,0.6520427845156419,synthetic_for_roc
genuine_0411,Genuine,1,0.873110365921717,synthetic_for_roc
genuine_0412,Genuine,1,0.8875002396223697,synthetic_for_roc
genuine_0413,Genuine,1,0.6334902996050394,synthetic_for_roc
genuine_0414,Genuine,1,0.8958960646095387,synthetic_for_roc
genuine_0415,Genuine,1,0.7734627520499607,synthetic_for_roc
genuine_0416,Genuine,1,1.0,synthetic_for_roc
genuine_0417,Genuine,1,0.785821797150691,synthetic_for_roc
genuine_0418,Genuine,1,0.8826579417137774,synthetic_for_roc
genuine_0419,Genuine,1,0.7551303005164822,synthetic_for_roc
genuine_0420,Genuine,1,0.8335303973275684,synthetic_for_roc
genuine_0421,Genuine,1,0.9094149369330435,synthetic_for_roc
genuine_0422,Genuine,1,0.925053907319652,synthetic_for_roc
genuine_0423,Genuine,1,0.8034835797602425,synthetic_for_roc
genuine_0424,Genuine,1,0.9458330814066291,synthetic_for_roc
genuine_0425,Genuine,1,0.809281158135577,synthetic_for_roc
